Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
4932492312;Polierschwamm Kletthaftung Blau 140/20 mm Milwaukee;14;19;4;0,05;6647FF
4932492321;Polierschwamm Kletthaftung Blau 140/25 mm Milwaukee;14;14;5;0,05;6648FF
4932492318;Polierschwamm Kletthaftung Blau 160/20 mm Milwaukee;16;20;4;0,06;6649FF
4932492306;Poliertuch Rot 40 x 40 mm Milwaukee;24;26,3;2;0,12;6650FF
4932492307;Poliertuch Gelb 40 x 40 mm Milwaukee;24;26,8;2;0,12;6651FF
4932492308;Poliertuch Blau 40 x 40 mm Milwaukee;23,5;26,5;2,4;0,12;6652FF
4932430475;Politur M-Cut 1500 250 ml Milwaukee;15;8;3;0,31;6653FF
4932492300;Politur Rot 1200 1000 ml Milwaukee;8,3;8,3;26,5;1,08;6654FF
4932430476;Politur M-Wax 6000 250 ml Milwaukee;15;8;3;0,27;6655FF
4932492301;Politur Fein Gelb 2000 1000 ml Milwaukee;8,3;8,3;27;1,08;6656FF
4932492302;Politur Fein Blau 3000 1000 ml Milwaukee;8,3;8,3;27,4;1,08;6657FF
4932430394;Polierteller Kletthaftung 125 mm Milwaukee;24;24;4;0,1;6658FF
4932430395;Lammwollpolierscheibe Kletthaftung 135 mm Milwaukee;27;23,7;2;0,06;6659FF
4932430398;Poliertuch Microfaser für Polierarbeiten Milwaukee;24;22,3;3,6;0,12;6660FF
4932373161;Polierteller Kletthaftung 150 mm Milwaukee;4;23,5;4;0,16;6661FF
4932373163;Filzpolierscheibe Kletthaftung 150 mm Milwaukee;23;20,1;1,1;0,04;6662FF
4932373164;Lammwollpolierscheibe Kletthaftung 150 mm weich Milwaukee;24;20;1,3;0,04;6663FF
4932373165;Polierschwamm Kletthaftung 150 mm mittelhart Milwaukee;4,5;4,5;5,5;0,05;6664FF
4932373186;Polierschwamm Kletthaftung 150 mm superweich Milwaukee;20;25,4;5,6;0,04;6665FF
4932430488;Polierteller Kletthaftung 76 mm für M12 BPS Milwaukee;3;7;7;0,04;6666FF
4932430489;Polierschwamm Kletthaftung 75 mm hart für M12 BPS Milwaukee;2,5;19;11,5;0,01;6667FF
4932430490;Polierschwamm Kletthaftung 80 mm weich für M12 BPS Milwaukee;2,7;16;11,5;0,01;6668FF
4932430838;Lammwollpolierscheibe Kletthaftung 80 mm für M12 BPS Milwaukee;16,5;10;5;0,03;6669FF
4932430492;Kunststoffschleifteller 51 mm für M12 BPS Milwaukee;9;15;4;0,04;6670FF
4932492363;"Diamantbohrkronen Auszugswerkzeug 1/2"" Milwaukee";30;24;4;0,14;6671FF
4932492362;Schärfplatte groß für Diamanttrennscheiben und -bohrkronen Milwaukee;30,3;17,2;4,8;2,86;6672FF
4932492361;Schärfplatte klein für Diamanttrennscheiben und -bohrkronen Milwaukee;24,6;7,9;8;1,1;6673FF
4932604226;Auswerfer für Morsekegel  Milwaukee;14;37;1;0,18;6674FF
4932399731;Befestigungsset für Diamantkernbohrständer Milwaukee;26,1;19,6;4,2;0,97;6675FF
49964705;"Maulschlüssel 1 3/8"" für Diamant-Nassbohrkronen Milwaukee";29,5;6,8;1,6;0,84;6676FF
4932352627;"Adapter Diamantkernbohrsystem 1 1/4"" UNC (F) auf 1/2"" G Milwaukee";18;13,5;5;0,65;6677FF
4932399724;"Bohrkronenverlängerung 1 1/4"", 300 mm für Diamant-Nassbohrkronen Milwaukee";38,5;5;5;2,62;6678FF
4932399725;"Bohrkronenverlängerung 1 1/4"", 500 mm für Diamant-Nassbohrkronen Milwaukee";57;6;6;4,4;6679FF
4932399732;Teleskop-Verlängerung 1,8-2,9 m für Diamantkernbohrständer Milwaukee;165;12;12;9,08;6680FF
4932352094;Vakuumpumpe VP 6 für Diamantkernbohrständer Milwaukee;37,5;25,8;35,7;13,59;6681FF
4932399726;Wassertank WT10, 10 l, 6 bar für Diamantkernbohrsystem Milwaukee;28,7;26,7;65;6,04;6682FF
4932478073;Universal-Wasserfangring für Bohrkronen bis 152 mm Milwaukee;37;9;42;1,1;6683FF
4932352678;Dichtscheibe für Wasserfangring für Kernbohrständer DR 152 T Milwaukee;95;39;9,5;0,18;6684FF
4932399727;Wasserfangring für Kernbohrständer DR 250 TV Milwaukee;37,2;3,5;11;2,02;6685FF
4932399729;Dichtscheibe für Wasserfangring für Kernbohrständer DR 250 TV Milwaukee;35;25;5;0,16;6686FF
4932399728;Wasserfangring für Kernbohrständer DR 350 T Milwaukee;44;33;7;2,93;6687FF
4932399730;Dichtscheibe für Wasserfangring für Kernbohrständer DR 350 T Milwaukee;45;35;5;0,57;6688FF
4932399736;Distanzstück 50 mm für Diamantkernbohrständer Milwaukee;19;13;10;2,61;6689FF
4932399733;Schnellwechselplatte für Diamantkernbohrständer Milwaukee;13,2;19,1;11;0,9;6690FF
4932478870;Aufnahme MX Fuel Diamantkernbohrgerät für Kernbohrständer DR 255 T Milwaukee;26;12,5;26;1,43;6691FF
4932493147;MXFDCD350VP MX FUEL™ Vakuumplatte für Kernbohrgerät - 350mm  Milwaukee;24;54;44;8,48;6692FF
4932493148;MXFDCD350-150AP MX FUEL™ Adapterplatte für MXF DCD150 zur Verbindung mit MXF DCD350 DR Milwaukee;20,6;21,9;26,1;2,72;6693FF
4932379877;Bohrfutter für PLH32XE FIXTEC für SDS-Plus Milwaukee;10;45;5;0,17;6694FF
4932399152;Bohrfutter z.B. für M18 CHPX FIXTEC für SDS-Plus Milwaukee;8,5;5,2;5,2;0,18;6695FF
4932352299;Bohrfutter z.B. für M18 CHX FIXTEC für SDS-Plus Milwaukee;5,4;5;10,2;0,16;6696FF
4932371807;"FIXTEC-Adapter für PLH32XE 1/2"" x 20 Milwaukee";10;4,6;4,6;0,1;6697FF
4932399154;"Adapter z.B. für M18 CHX FIXTEC auf 1/2"" x 20 Milwaukee";6,5;4,5;4,5;0,1;6698FF
4932367438;"Aufnahmeschaft SDS-Plus für Bohrfutter mit Bit-Direkt-Aufnahme 1/2"" x 20 Milwaukee";12;13;2;0,14;6699FF
4932367166;"Aufnahmeschaft SDS-Plus für Bohrfutter mit Sicherungsschraube 1/2"" x 20 Milwaukee";18;5;1;0,05;6700FF
4932267980;"Zahnkranzbohrfutter mit Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";14,5;5;4,5;0,4;6701FF
4932127010;Zahnkranzbohrfutter B16 / 1,0-16 mm Milwaukee;6;6;14,7;0,64;6702FF
4932320014;Zahnkranzbohrfutter mit Sicherungsschraube M18 x 2,5 / 3,0-16 mm Milwaukee;6;6;14,7;0,65;6703FF
48660817;"Zahnkranzbohrfutter für HDE6RQ 3/8"" x 24 / 1,0-10 mm Milwaukee";9,6;6;6,3;0,22;6704FF
4932314867;"Zahnkranzbohrfutter 1/4"" Hex Schaft /  1,0-10 mm Milwaukee";4,5;5;14,7;0,28;6705FF
4932221378;Bohrfutterschlüssel S2A Milwaukee;11,1;10,3;1,9;0,06;6706FF
4932310612;Bohrfutterschlüssel S2AT Milwaukee;10,7;10,8;1,9;0,06;6707FF
4932221379;Bohrfutterschlüssel S3T Milwaukee;11;8,5;2;0,09;6708FF
4932304684;Bohrfutterschlüssel S24 Milwaukee;9,7;8,5;1,4;0,02;6709FF
4932221380;Bohrfutterschlüssel S4 Milwaukee;12;11;2,5;0,12;6710FF
4932319995;Bohrfutterschlüssel S2 Milwaukee;10,9;8,3;1,9;0,04;6711FF
48663350;Bohrfutterschlüssel  Milwaukee;14,9;7;1,4;0,02;6712FF
48663240;Bohrfutterschlüssel  Milwaukee;14,9;7;1,7;0,05;6713FF
48663280;Bohrfutterschlüssel  Milwaukee;15;9,1;2,1;0,08;6714FF
4932117042;Kegeldorn M3 – B16 B16 x 3 Milwaukee;14,9;7,2;3,5;0,32;6715FF
4932349457;"Schnellspannbohrfutter mit Sicherungsschraube 3/8"" x 24 / 1,0-10 mm Milwaukee";5;14,5;5;0,26;6716FF
4932364382;"Schnellspannbohrfutter mit Sicherungsschraube 1/2"" x 20 / 1,0-10 mm Milwaukee";4,5;5;15;0,24;6717FF
4932376531;"Schnellspannbohrfutter ohne Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";4,5;5;14,6;0,32;6718FF
4932376533;"Schnellspannbohrfutter mit Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";14,5;55;45;0,33;6719FF
4932364265;"Schnellspannbohrfutter ohne Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";14,5;5;4,5;0,32;6720FF
4932364267;"Schnellspannbohrfutter mit Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";5;5;15,5;0,33;6721FF
4932371018;"FIXTEC Bohrfutter 3/8"" x 24 / 1,0-10 mm Milwaukee";14,7;5;5;0,24;6722FF
4932372443;"FIXTEC Bohrfutter 1/2"" x 20 / 1,0-10 mm Milwaukee";14,6;5,2;4,9;0,23;6723FF
4932371913;"FIXTEC Bohrfutter 1/2"" x 20 / 1,5-13 mm Milwaukee";15;5;4,8;0,33;6724FF
4932399492;"FIXTEC Bohrfutter 3/8"" x 24 / 1,5-13 mm Milwaukee";14,7;5;5;0,33;6725FF
4932478806;"FIXTEC Bohrfutter 9/16"" x 18 / 1,5-13 mm Milwaukee";14,5;5;4,5;0,26;6726FF
4932364266;"Schnellspannbohrfutter mit Sicherung 1/2"" x 20 /  1,0-13 mm Milwaukee";4,5;5;14,5;0,57;6727FF
48661520;"FIXTEC Bohrfutter für HDE10RQX 1/2"" x 20 / 1,0-10 mm Milwaukee";4,1;4,1;6,5;0,32;6728FF
42660755;"FIXTEC Bohrfutter für HDE13RQX 1/2"" x 20 / 1,5-13 mm Milwaukee";6;4,2;4,2;0,26;6729FF
4932430444;FIXTEC-Schnellwechselbohrfutter  M12BDDX-CK für M12 BDDX Milwaukee;20,5;5;12;0,27;6730FF
4932471626;STUD Bandmaß Gen 2   5 m magnetisch, 33 mm breites Band Milwaukee;10,5;7;18,5;0,56;6731FF
4932471627;STUD Bandmaß Gen 2    8 m magnetisch, 33 mm breites Band Milwaukee;18;11;7;0,61;6732FF
4932471815;Premium-Bandmaß breit 5 m nicht-magnetisch, 33 mm breites Band Milwaukee;10,5;15,5;6;0,43;6733FF
4932471816;Premium-Bandmaß breit 8 m nicht-magnetisch, 33 mm breites Band Milwaukee;10,5;6,7;16,7;0,59;6734FF
4932464599;Premium-Bandmaß 5 m magnetisch, 27 mm breites Band Milwaukee;9,3;5,3;15,7;0,43;6735FF
4932464600;Premium-Bandmaß 8 m magnetisch, 27 mm breites Band Milwaukee;9,2;6,3;15,6;0,54;6736FF
4932464601;Premium-Bandmaß 10 m magnetisch, 27 mm breites Band Milwaukee;5,6;10;16,2;0,62;6737FF
4932464663;Pro-Compact Bandmaß 5 m Autolock 25 mm breites Band Milwaukee;5,1;9,2;14,8;0,32;6738FF
4932464664;Pro-Compact Bandmaß 8 m Autolock 25 mm breites Band Milwaukee;6;9,2;14,3;0,46;6739FF
4932459591;Pro-Compact Bandmaß 3 m nicht-magnetisch, 16 mm breites Band Milwaukee;6;3,5;6,5;0,14;6740FF
4932459592;Pro-Compact Bandmaß 5 m nicht-magnetisch, 19 mm breites Band Milwaukee;14,8;9,2;4,2;0,24;6741FF
4932459594;Pro-Compact Bandmaß 8 m nicht-magnetisch, 25 mm breites Band Milwaukee;9,5;5;15;0,45;6742FF
4932492469;LED-Bandmaß 7,5m/25 ft 30 mm breites Band Milwaukee;10,5;7,5;17,5;0,58;6743FF
48226602;LED-Bandmaß 3m/10 ft 16 mm breites Band Milwaukee;6,1;5,5;3,4;0,1;6744FF
48227703;Slim-Bandmaß 3 m nicht-magnetisch, 16 mm breites Band Milwaukee;6;2,7;6;0,12;6745FF
48227705;Slim-Bandmaß 5 m nicht-magnetisch, 19 mm breites Band Milwaukee;6,8;7,4;3,8;0,26;6746FF
48227706;Slim-Bandmaß 5 m nicht-magnetisch, 25 mm breites Band Milwaukee;7,2;4,7;7,1;0,28;6747FF
48227708;Slim-Bandmaß 8 m nicht-magnetisch, 25 mm breites Band Milwaukee;8,3;4,2;7,7;0,4;6748FF
48225502;Bandmaß 2m/6ft nicht-magnetisch Milwaukee;4,6;4,8;2,4;0,06;6749FF
4932459301;Gliedermaßstab Kunststoff 2 m weiß Milwaukee;23,5;3,5;1,5;0,13;6750FF
4932459302;Gliedermaßstab Holz 2 m weiß Milwaukee;3,5;23,5;1,5;0,1;6751FF
4932459303;Gliedermaßstab Holz Slim 2 m Natur Milwaukee;24;3;1,3;0,09;6752FF
48225203;Rahmenbandmaß 30 m/100 ft.  Milwaukee;18;5,3;26,8;1;6753FF
48225211;Rahmenbandmaß 100 m/300 ft.  Milwaukee;36,7;31,9;6;2,46;6754FF
48225330;Rahmenbandmaß 30 m/100 ft. Fiberglas Milwaukee;17,8;5,3;26,5;0,74;6755FF
48225360;Rahmenbandmaß 60 m/200 ft. Fiberglas Milwaukee;55;25,8;36;1,22;6756FF
48225103;Bandmaß 30 m geschlossen Milwaukee;16;4,5;18,6;0,55;6757FF
4933471978;Wasserwaage REDSTICK Digital 60 cm lang Milwaukee;10,2;81,5;19,2;2,96;6758FF
4933471979;Wasserwaage REDSTICK Digital 120 cm lang Milwaukee;142;15;19;5,05;6759FF
4932493656;Digitaler Winkel- und Neigungsmesser  Milwaukee;5,3;7,4;12,4;0,15;6760FF
4932471355;Teleskop-Wasserwaage 200 bis 366 cm lang Milwaukee;208;13;6,5;8,15;6761FF
4932459061;Wasserwaage REDSTICK Premium 40 cm lang magnetisch Milwaukee;40,6;3,2;6,4;0,68;6762FF
4932459063;Wasserwaage REDSTICK Premium 60 cm lang magnetisch Milwaukee;60,8;6,5;3,2;0,88;6763FF
4932459065;Wasserwaage REDSTICK Premium 80 cm lang magnetisch Milwaukee;6,5;8,1;3,2;1,24;6764FF
4932459067;Wasserwaage REDSTICK Premium 100 cm lang magnetisch Milwaukee;101,6;6,4;3,2;1,47;6765FF
4932459069;Wasserwaage REDSTICK Premium 120 cm lang magnetisch Milwaukee;121,7;6,5;3,2;1,56;6766FF
4932459071;Wasserwaage REDSTICK Premium 180 cm lang magnetisch Milwaukee;4;183,5;7,4;2,44;6767FF
4932459073;Wasserwaage REDSTICK Premium 200 cm lang magnetisch Milwaukee;199;7,5;4;2,94;6768FF
4932459075;Wasserwaage REDSTICK Premium 240 cm lang magnetisch Milwaukee;245;7,5;4,5;3,4;6769FF
4932459060;Wasserwaage REDSTICK Premium 40 cm lang Milwaukee;3,1;40,4;6,5;0,66;6770FF
4932459062;Wasserwaage REDSTICK Premium 60 cm lang Milwaukee;3;61;6,5;0,99;6771FF
4932459064;Wasserwaage REDSTICK Premium 80 cm lang Milwaukee;3,3;81;6,5;1,2;6772FF
4932459066;Wasserwaage REDSTICK Premium 100 cm lang Milwaukee;6,5;101,4;3,2;1,38;6773FF
4932459068;Wasserwaage REDSTICK Premium 120 cm lang Milwaukee;6,4;121,9;3,2;1,62;6774FF
4932459070;Wasserwaage REDSTICK Premium 180 cm lang Milwaukee;3,8;183,5;7,3;2,34;6775FF
4932459072;Wasserwaage REDSTICK Premium 200 cm lang Milwaukee;7,4;199,2;4,2;2,76;6776FF
4932459074;Wasserwaage REDSTICK Premium 240 cm lang Milwaukee;7,3;24,5;4;3,34;6777FF
4932459680;Ersatz-Endkappen für REDSTICK Premium-Wasserwaagen Milwaukee;8,1;3,8;17,4;0,1;6778FF
4932459079;Wasserwaage REDSTICK Compact 40 cm lang magnetisch Milwaukee;5;40,5;25;0,45;6779FF
4932459081;Wasserwaage REDSTICK Compact 60 cm lang magnetisch Milwaukee;4,9;60,8;2,5;0,64;6780FF
4932459083;Wasserwaage REDSTICK Compact 80 cm lang magnetisch Milwaukee;81,1;2,6;5,3;0,81;6781FF
4932459085;Wasserwaage REDSTICK Compact 100 cm lang magnetisch Milwaukee;101,7;5,2;2,7;1;6782FF
4932459087;Wasserwaage REDSTICK Compact 120 cm lang magnetisch Milwaukee;121,7;5,3;2,7;1,22;6783FF
4932459089;Wasserwaage REDSTICK Compact 180 cm lang magnetisch Milwaukee;5,9;18,4;3,3;2,04;6784FF
4932459078;Wasserwaage REDSTICK Compact 40 cm lang Milwaukee;40,6;2,5;5;0,42;6785FF
4932459080;Wasserwaage REDSTICK Compact 60 cm lang Milwaukee;5,2;60,8;2,6;0,62;6786FF
4932459082;Wasserwaage REDSTICK Compact 80 cm lang Milwaukee;81,2;2,6;5,3;0,79;6787FF
4932459084;Wasserwaage REDSTICK Compact 100 cm lang Milwaukee;101,5;2,5;5,2;0,98;6788FF
4932459086;Wasserwaage REDSTICK Compact 120 cm lang Milwaukee;121,8;2,6;5,7;1,17;6789FF
4932459088;Wasserwaage REDSTICK Compact 180 cm lang Milwaukee;3,5;183,2;6;1,94;6790FF
4932459681;Ersatz-Endkappen für REDSTICK Compact-Wasserwaagen Milwaukee;6,9;3,2;14,4;0,05;6791FF
4932459893;Wasserwaage REDSTICK Beton 60 cm lang Milwaukee;10,2;66,2;6;1,18;6792FF
4932478897;Wasserwaage Slim 20 cm magnetisch Milwaukee;2;20;5;0,16;6793FF
4932464854;Wasserwaage Slim 40 cm lang magnetisch Milwaukee;40;5,2;2,6;0,26;6794FF
4932464855;Wasserwaage Slim 60 cm lang magnetisch Milwaukee;2;60;5,1;0,36;6795FF
4932464856;Wasserwaage Slim 100 cm lang magnetisch Milwaukee;75,5;1,6;2,6;0,56;6796FF
4932464857;Wasserwaage Slim 180 cm lang magnetisch Milwaukee;180;2;5;0,99;6797FF
4932472091;Wasserwaage Slim 20 cm lang Milwaukee;5;20;2,5;0,14;6798FF
4932459090;Wasserwaage Slim 40 cm lang Milwaukee;5;2,3;40;0,23;6799FF
4932459091;Wasserwaage Slim 60 cm lang Milwaukee;5;60;2;0,32;6800FF
4932459092;Wasserwaage Slim 80 cm lang Milwaukee;80;2;5;0,42;6801FF
4932459093;Wasserwaage Slim 100 cm lang Milwaukee;100;5,1;2,1;0,51;6802FF
4932459094;Wasserwaage Slim 120 cm lang Milwaukee;120;5,2;2,6;0,63;6803FF
4932459095;Wasserwaage Slim 180 cm lang Milwaukee;180;2;5;0,9;6804FF
4932459590;Wasserwaage Slim 200 cm lang Milwaukee;200;5;2;0,98;6805FF
4932478565;Wasserwaage Doppel-T-Profil 60 cm magnetisch Milwaukee;61;3;6;0,62;6806FF
4932478566;Wasserwaage Doppel-T-Profil 120 cm magnetisch Milwaukee;5,6;2,5;122;1,19;6807FF
4932478567;Wasserwaage Doppel-T-Profil 200 cm magnetisch Milwaukee;10;199;10;2,34;6808FF
4932459098;Wasserwaage REDCAST Gusseisen 60 cm lang Milwaukee;5;60;2,5;0,72;6809FF
4932459099;Wasserwaage REDCAST Gusseisen 80 cm lang Milwaukee;7;5;8;0,86;6810FF
4932459097;Wasserwaage Torpedo kompakt 45° 17 cm lang magnetisch Milwaukee;26,7;2,1;8,8;0,19;6811FF
4932498742;Wasserwaage Torpedo LED 23 cm lang magnetisch Milwaukee;6,2;2,5;25,7;0,26;6812FF
4932498716;Wasserwaage  Torpedo Base 45° 25 cm lang magnetisch Milwaukee;8;1,6;28;0,21;6813FF
4932459597;Wasserwaage Pocket 360° magnetisch Milwaukee;3;11;12,5;0,17;6814FF
4932472122;Kompakt-Torpedo Wasserwaage 7,6 cm lang Milwaukee;12,6;11,1;2,9;0,16;6815FF
4932459100;Wasserwaage Minibox 10 cm lang Milwaukee;10;5;2;0,08;6816FF
4932471634;Schlagschnur 30 m Schnurlänge Milwaukee;25,3;15,9;9,7;0,6;6817FF
4932471635;Schlagschnur 45 m Schnurlänge Milwaukee;28,5;17,3;9,4;0,68;6818FF
4932471636;Ersatz-Schlagschnur 30 m Schnurlänge Milwaukee;12,9;4,9;23,9;0,12;6819FF
4932471637;Ersatz-Schlagschnur 45 m Schnurlänge Milwaukee;22;12;6;0,17;6820FF
4932498390;Schlagschnur mit roter Kreide 30 m  Schnurlänge, feine Linie Milwaukee;24;9;23;0,46;6821FF
4932498391;Schlagschnur mit roter Kreide 30 m  Schnurlänge, breite Linie Milwaukee;24;9;23;0,34;6822FF
4932493814;Schlagschnur mit blauer Kreide 30 m  Schnurlänge, feine Linie Milwaukee;24;9;23;0,44;6823FF
4932493815;Schlagschnur mit blauer Kreide 30 m  Schnurlänge, breite Linie Milwaukee;24;9;23;0,34;6824FF
4932498718;Zimmermannswinkel 20x30 cm, metrisch Milwaukee;20,5;30,5;0,4;0,21;6825FF
4932472126;Zimmermannswinkel 40 x 60 cm, metrisch Milwaukee;43,9;61,6;2,3;0,48;6826FF
4932472125;"Zimmermannswinkel 16 x 24 "", imperial Milwaukee";63;45;4;0,48;6827FF
4932472124;Anschlagwinkeldreieck 18 cm, metrisch Milwaukee;24,4;18,5;3;0,22;6828FF
4932498717;Anschlagwinkeldreieck 30 cm, metrisch Milwaukee;30;30;2,2;0,52;6829FF
4932472123;Anschlagwinkeldreieck imperial Milwaukee;13;13;11;0,22;6830FF
48223100;INKZALL feiner Permanentmarker schwarz Milwaukee;2;1,4;13,6;0,02;6831FF
48223170;INKZALL feiner Permanentmarker rot Milwaukee;13,5;1,6;1,6;0,01;6832FF
4932492126;INKZALL feiner Permanentmarker blau Milwaukee;14,1;10,5;14,1;0,01;6833FF
4932492127;INKZALL feiner Permanentmarker grün Milwaukee;22,4;10,5;14,2;0,01;6834FF
48223101;INKZALL feiner Permanentmarker Stylus schwarz Milwaukee;23,5;7;2;0,03;6835FF
48223154;INKZALL Feine Marker schwarz Milwaukee;9,9;17,4;1,7;0,05;6836FF
48223106;"INKZALL Permanentmarker Set 4-teilig feine Spitze; schwarz, rot, blau, grün Milwaukee";8,3;10,7;1,9;0,06;6837FF
4932480551;INKZALL Permanentmarker Set 4-teilig feine Spitze: schwarz Milwaukee;18,2;1;11,6;0,06;6838FF
48223103;INKZALL Permanentmarker Keilspitze schwarz Milwaukee;18,1;6,9;2,5;0,03;6839FF
4932471554;INKZALL Permanentmarker Keilspitze L schwarz 3er Pack Milwaukee;12;19,5;2;0,11;6840FF
4932471555;INKZALL Permanentmarker Keilspitze L schwarz Milwaukee;1,5;1,5;8;0,04;6841FF
4932471556;INKZALL Permanentmarker Keilspitze L rot Milwaukee;2,5;3;13,5;0,03;6842FF
4932471557;INKZALL Permanentmarker Keilspitze L blau Milwaukee;14;3;3;0,03;6843FF
4932471558;INKZALL Permanentmarker Keilspitze XL schwarz Milwaukee;21;6,2;4,3;0,06;6844FF
4932471559;INKZALL Permanentmarker Keilspitze XL schwarz Milwaukee;14;3;3;0,05;6845FF
4932471560;INKZALL Permanentmarker Keilspitze XL rot Milwaukee;14;3;3,3;0,05;6846FF
4932471561;INKZALL Permanentmarker Keilspitze XL blau Milwaukee;3;3,5;14,1;0,04;6847FF
48223711;INKZALL Lackmarker weiß, permanent Milwaukee;2,5;15,5;2,5;0,03;6848FF
48223721;INKZALL Lackmarker gelb, permanent Milwaukee;15,3;2,1;2,1;0,02;6849FF
48223731;INKZALL Lackmarker schwarz, permanent Milwaukee;15,2;2,5;1,5;0,03;6850FF
4932492144;INKZALL Lackmarker blau, permanent Milwaukee;1,5;15,5;1,5;0,03;6851FF
4932492143;INKZALL Lackmarker rot, permanent Milwaukee;1,5;15,5;1,5;0,03;6852FF
48223201;INKZALL Leuchtmarker gelb Milwaukee;18,1;2;12,1;0,07;6853FF
48223206;INKZALL Leuchtmarker Set 5-teilig blau, grün, gelb, orange, pink Milwaukee;11,9;17,9;2,2;0,06;6854FF
48223164;INKZALL Fineliner schwarz Milwaukee;1,9;8,9;17,4;0,04;6855FF
48223165;INKZALL Fineliner 2x schwarz, rot, blau Milwaukee;17,5;0,9;1,8;0,04;6856FF
4932471356;FASTBACK Universal-Klappmesser kompakt Milwaukee;21;2;8,5;0,12;6857FF
4932471357;FASTBACK Universal-Klappmesser  Milwaukee;1;23,5;8;0,13;6858FF
4932471358;FASTBACK Universal-Klappmesser  Milwaukee;1,5;23,5;10;0,14;6859FF
4932492454;"Fastback 5-in-1 Klappmesser  mit integriertem 1/4"" Hex-Bithalter Milwaukee";24,5;9,5;2,5;0,17;6860FF
4932478559;"FASTBACK 6-in-1 Universal-Klappmesser mit integriertem 1/4"" Hex-Bithalter Milwaukee";23,5;1,5;9,5;0,16;6861FF
48221990;FASTBACK Klappmesser  Milwaukee;9;24,7;2,3;0,15;6862FF
4932492375;FASTBACK Camo Klappmesser  Milwaukee;2;24,5;8;0,12;6863FF
4932478560;Kompakt-Klappmesser  Milwaukee;24,5;8;2;0,1;6864FF
4932492661;Kompakt-Klappmesser im Thekendisplay Milwaukee;2,1;3,5;9,7;0,08;6865FF
4932464828;Universal-Messer mit feststehender Klinge  Milwaukee;9,3;31,9;3,4;0,23;6866FF
4932464829;Messer mit Hawkbill-Klinge  Milwaukee;11;4;32,5;0,22;6867FF
4932492452;HARDLINE Premium-Klappmesser 65 mm Klingenlänge Milwaukee;1,5;10;23,5;0,14;6868FF
48221994;HARDLINE Premium-Klappmesser 75 mm Klingenlänge Milwaukee;26,1;10;1,9;0,18;6869FF
48221998;HARDLINE Premium-Klappmesser 75 mm Klingenlänge mit partiellem Wellenschliff Milwaukee;26,1;9,9;2,2;0,18;6870FF
4932492453;HARDLINE Premium-Klappmesser 85 mm Klingenlänge Milwaukee;2;10;29;0,23;6871FF
4932464830;HARDLINE Premium-Messer mit feststehender Klinge Milwaukee;4,8;11,5;33,3;0,38;6872FF
4932471361;Universalmesser feststehende Trapezklinge Milwaukee;29;9,1;3,5;0,1;6873FF
4932478561;Kompakt-Universalmesser  Milwaukee;2,5;8,9;19;0,08;6874FF
4932492379;Kompakt-Universalmesser  Milwaukee;8,9;19;2,2;0,1;6875FF
4932471359;Universalmesser inkl. 5 Klingen Milwaukee;25;10;3;0,13;6876FF
4932492378;Universalmesser inkl. 5 Klingen Milwaukee;8,9;24,4;2,7;0,13;6877FF
4932471360;Sicherheitsmesser selbsteinziehend Milwaukee;5;9,5;25,5;0,12;6878FF
48221950;Trapezklingen Großpack 50 x Universal-Trapezklingen 62x19 mm Milwaukee;18,5;10;3;0,24;6879FF
48221905;Trapezklingen 5 x Universal-Trapezklingen 62x19 mm Milwaukee;14,9;4,8;0,7;0,02;6880FF
48221952;Hakenklingen Großpack 50 x Hakenklingen 62x19 mm Milwaukee;18,3;10;3,4;0,2;6881FF
48221934;Trapezklingen gerundet 5 x Trapezklinge 62x19 mm Milwaukee;14,9;4,8;0,7;0,02;6882FF
48221960;Cuttermesser 9 mm Milwaukee;19,2;2,2;7,7;0,05;6883FF
48221961;Cuttermesser 18 mm Milwaukee;21,6;7,7;2,6;0,1;6884FF
48221962;Cuttermesser 25 mm Milwaukee;9;2,8;25,7;0,17;6885FF
48229109;Abbrechklinge 9 mm Nachfüllpack für Cuttermesser Milwaukee;8;4,8;12,4;0,03;6886FF
4932480106;Abbrechklinge 9 mm silber Nachfüllpack für Cuttermesser Milwaukee;1,5;4,5;12,5;0,03;6887FF
48229118;Abbrechklinge 18 mm Nachfüllpack für Cuttermesser Milwaukee;4,5;4,5;14,5;0,09;6888FF
4932480107;Abbrechklinge 18 mm silber Nachfüllpack für Cuttermesser Milwaukee;14,7;4,5;1,3;0,08;6889FF
